family,scenario,field,segment,binning,k,share,cumulative_share
Gray-Scott reaction-diffusion,gliders,B,full,radial,82,4.8684228040160906e-18,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,83,2.4553318793774693e-18,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,84,3.529384787630796e-18,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,85,1.7501329854552215e-18,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,86,1.7659144160906904e-18,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,87,1.5368657133281744e-18,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,88,6.812192842342505e-19,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,89,6.771353673313418e-19,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,radial,90,5.07951946150417e-20,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,full,box,1,0.016870760112092993,0.016870760112092993
Gray-Scott reaction-diffusion,gliders,B,full,box,2,0.021795855537968735,0.03866661565006173
Gray-Scott reaction-diffusion,gliders,B,full,box,3,0.03224075099572146,0.07090736664578319
Gray-Scott reaction-diffusion,gliders,B,full,box,4,0.04552699927048786,0.11643436591627104
Gray-Scott reaction-diffusion,gliders,B,full,box,5,0.061142681931488245,0.1775770478477593
Gray-Scott reaction-diffusion,gliders,B,full,box,6,0.08225138204631025,0.25982842989406957
Gray-Scott reaction-diffusion,gliders,B,full,box,7,0.10439073846042284,0.3642191683544924
Gray-Scott reaction-diffusion,gliders,B,full,box,8,0.11853506917959736,0.4827542375340898
Gray-Scott reaction-diffusion,gliders,B,full,box,9,0.11682538487581648,0.5995796224099063
Gray-Scott reaction-diffusion,gliders,B,full,box,10,0.10205081524550286,0.7016304376554091
Gray-Scott reaction-diffusion,gliders,B,full,box,11,0.07515582212919263,0.7767862597846017
Gray-Scott reaction-diffusion,gliders,B,full,box,12,0.053989480094741964,0.8307757398793436
Gray-Scott reaction-diffusion,gliders,B,full,box,13,0.041119985417051745,0.8718957252963954
Gray-Scott reaction-diffusion,gliders,B,full,box,14,0.029501203234660864,0.9013969285310561
Gray-Scott reaction-diffusion,gliders,B,full,box,15,0.021728749077184542,0.9231256776082407
Gray-Scott reaction-diffusion,gliders,B,full,box,16,0.015647376687044637,0.9387730542952852
Gray-Scott reaction-diffusion,gliders,B,full,box,17,0.011500744442431645,0.950273798737717
Gray-Scott reaction-diffusion,gliders,B,full,box,18,0.009009660500687371,0.9592834592384044
Gray-Scott reaction-diffusion,gliders,B,full,box,19,0.007030157485229382,0.9663136167236337
Gray-Scott reaction-diffusion,gliders,B,full,box,20,0.005699602673420533,0.9720132193970542
Gray-Scott reaction-diffusion,gliders,B,full,box,21,0.004625443293154628,0.9766386626902089
Gray-Scott reaction-diffusion,gliders,B,full,box,22,0.0038863747543982172,0.9805250374446071
Gray-Scott reaction-diffusion,gliders,B,full,box,23,0.0033030700674929634,0.9838281075121001
Gray-Scott reaction-diffusion,gliders,B,full,box,24,0.002730356140990396,0.9865584636530905
Gray-Scott reaction-diffusion,gliders,B,full,box,25,0.0023452599872288947,0.9889037236403195
Gray-Scott reaction-diffusion,gliders,B,full,box,26,0.001960796510124376,0.9908645201504439
Gray-Scott reaction-diffusion,gliders,B,full,box,27,0.001666540853479094,0.992531061003923
Gray-Scott reaction-diffusion,gliders,B,full,box,28,0.0013798609080194351,0.9939109219119424
Gray-Scott reaction-diffusion,gliders,B,full,box,29,0.0011602690594512946,0.9950711909713936
Gray-Scott reaction-diffusion,gliders,B,full,box,30,0.000951667997451597,0.9960228589688452
Gray-Scott reaction-diffusion,gliders,B,full,box,31,0.0007764287219539095,0.9967992876907991
Gray-Scott reaction-diffusion,gliders,B,full,box,32,0.0006373779181278195,0.9974366656089267
Gray-Scott reaction-diffusion,gliders,B,full,box,33,0.000506045902833129,0.9979427115117601
Gray-Scott reaction-diffusion,gliders,B,full,box,34,0.000405577602254009,0.9983482891140141
Gray-Scott reaction-diffusion,gliders,B,full,box,35,0.0003260199949090551,0.9986743091089232
Gray-Scott reaction-diffusion,gliders,B,full,box,36,0.0002590372001732867,0.9989333463090965
Gray-Scott reaction-diffusion,gliders,B,full,box,37,0.00020832612582351914,0.99914167243492
Gray-Scott reaction-diffusion,gliders,B,full,box,38,0.0001659610635062118,0.9993076334984262
Gray-Scott reaction-diffusion,gliders,B,full,box,39,0.00013276472642239677,0.9994403982248488
Gray-Scott reaction-diffusion,gliders,B,full,box,40,0.00010636746739476748,0.9995467656922435
Gray-Scott reaction-diffusion,gliders,B,full,box,41,8.482050339760526e-05,0.9996315861956411
Gray-Scott reaction-diffusion,gliders,B,full,box,42,6.878904458664122e-05,0.9997003752402277
Gray-Scott reaction-diffusion,gliders,B,full,box,43,5.5402907557426965e-05,0.999755778147785
Gray-Scott reaction-diffusion,gliders,B,full,box,44,4.4958856009162884e-05,0.9998007370037943
Gray-Scott reaction-diffusion,gliders,B,full,box,45,3.6490273764425894e-05,0.9998372272775586
Gray-Scott reaction-diffusion,gliders,B,full,box,46,2.9833510342881914e-05,0.9998670607879014
Gray-Scott reaction-diffusion,gliders,B,full,box,47,2.4128358984048966e-05,0.9998911891468855
Gray-Scott reaction-diffusion,gliders,B,full,box,48,1.973685845442867e-05,0.9999109260053398
Gray-Scott reaction-diffusion,gliders,B,full,box,49,1.6167995381049347e-05,0.9999270940007209
Gray-Scott reaction-diffusion,gliders,B,full,box,50,1.3222258988849352e-05,0.9999403162597097
Gray-Scott reaction-diffusion,gliders,B,full,box,51,1.0778840518776262e-05,0.9999510951002285
Gray-Scott reaction-diffusion,gliders,B,full,box,52,8.874810295652033e-06,0.9999599699105242
Gray-Scott reaction-diffusion,gliders,B,full,box,53,7.3480835515714145e-06,0.9999673179940757
Gray-Scott reaction-diffusion,gliders,B,full,box,54,6.05775998406991e-06,0.9999733757540598
Gray-Scott reaction-diffusion,gliders,B,full,box,55,4.970387021387915e-06,0.9999783461410813
Gray-Scott reaction-diffusion,gliders,B,full,box,56,4.2208533337888745e-06,0.999982566994415
Gray-Scott reaction-diffusion,gliders,B,full,box,57,3.5063253905404966e-06,0.9999860733198056
Gray-Scott reaction-diffusion,gliders,B,full,box,58,2.9585591249591775e-06,0.9999890318789306
Gray-Scott reaction-diffusion,gliders,B,full,box,59,2.5660534176483984e-06,0.9999915979323483
Gray-Scott reaction-diffusion,gliders,B,full,box,60,2.2282159867458264e-06,0.9999938261483351
Gray-Scott reaction-diffusion,gliders,B,full,box,61,1.9784134564509448e-06,0.9999958045617915
Gray-Scott reaction-diffusion,gliders,B,full,box,62,1.7977634167922011e-06,0.9999976023252082
Gray-Scott reaction-diffusion,gliders,B,full,box,63,1.6318138989565065e-06,0.9999992341391071
Gray-Scott reaction-diffusion,gliders,B,full,box,64,7.658608927563013e-07,0.9999999999999998
Gray-Scott reaction-diffusion,gliders,B,train,radial,1,0.054174411922280556,0.054174411922280556
Gray-Scott reaction-diffusion,gliders,B,train,radial,2,0.08452988369954269,0.13870429562182326
Gray-Scott reaction-diffusion,gliders,B,train,radial,3,0.10566419385781899,0.24436848947964224
Gray-Scott reaction-diffusion,gliders,B,train,radial,4,0.09413833287043076,0.338506822350073
Gray-Scott reaction-diffusion,gliders,B,train,radial,5,0.11086489280844385,0.4493717151585168
Gray-Scott reaction-diffusion,gliders,B,train,radial,6,0.07301930238340587,0.5223910175419226
Gray-Scott reaction-diffusion,gliders,B,train,radial,7,0.0844513702948856,0.6068423878368082
Gray-Scott reaction-diffusion,gliders,B,train,radial,8,0.06970701583134163,0.6765494036681499
Gray-Scott reaction-diffusion,gliders,B,train,radial,9,0.05183410398264236,0.7283835076507922
Gray-Scott reaction-diffusion,gliders,B,train,radial,10,0.05287432700786953,0.7812578346586617
Gray-Scott reaction-diffusion,gliders,B,train,radial,11,0.03511473983307699,0.8163725744917388
Gray-Scott reaction-diffusion,gliders,B,train,radial,12,0.03526811311854994,0.8516406876102887
Gray-Scott reaction-diffusion,gliders,B,train,radial,13,0.0284806699246251,0.8801213575349138
Gray-Scott reaction-diffusion,gliders,B,train,radial,14,0.019052410867430685,0.8991737684023445
Gray-Scott reaction-diffusion,gliders,B,train,radial,15,0.016946417842264503,0.916120186244609
Gray-Scott reaction-diffusion,gliders,B,train,radial,16,0.012769734693412086,0.928889920938021
Gray-Scott reaction-diffusion,gliders,B,train,radial,17,0.011220919006434927,0.940110839944456
Gray-Scott reaction-diffusion,gliders,B,train,radial,18,0.009882688546444649,0.9499935284909006
Gray-Scott reaction-diffusion,gliders,B,train,radial,19,0.008025862582764757,0.9580193910736653
Gray-Scott reaction-diffusion,gliders,B,train,radial,20,0.006563457468609648,0.964582848542275
Gray-Scott reaction-diffusion,gliders,B,train,radial,21,0.006094217904826004,0.970677066447101
Gray-Scott reaction-diffusion,gliders,B,train,radial,22,0.004722938653566729,0.9754000051006677
Gray-Scott reaction-diffusion,gliders,B,train,radial,23,0.0036441188689654686,0.9790441239696331
Gray-Scott reaction-diffusion,gliders,B,train,radial,24,0.003188427973474313,0.9822325519431074
Gray-Scott reaction-diffusion,gliders,B,train,radial,25,0.003067815663531909,0.9853003676066393
Gray-Scott reaction-diffusion,gliders,B,train,radial,26,0.0024331231088552366,0.9877334907154945
Gray-Scott reaction-diffusion,gliders,B,train,radial,27,0.0018879636535740567,0.9896214543690686
Gray-Scott reaction-diffusion,gliders,B,train,radial,28,0.001599612625148951,0.9912210669942176
Gray-Scott reaction-diffusion,gliders,B,train,radial,29,0.0014943726349746064,0.9927154396291922
Gray-Scott reaction-diffusion,gliders,B,train,radial,30,0.0011162053844769606,0.9938316450136692
Gray-Scott reaction-diffusion,gliders,B,train,radial,31,0.0009781032076130913,0.9948097482212823
Gray-Scott reaction-diffusion,gliders,B,train,radial,32,0.0008328521787025513,0.9956426003999848
Gray-Scott reaction-diffusion,gliders,B,train,radial,33,0.0006456620515660616,0.9962882624515509
Gray-Scott reaction-diffusion,gliders,B,train,radial,34,0.0005960847888517142,0.9968843472404026
Gray-Scott reaction-diffusion,gliders,B,train,radial,35,0.000466238887303701,0.9973505861277063
Gray-Scott reaction-diffusion,gliders,B,train,radial,36,0.0004058587377030582,0.9977564448654094
Gray-Scott reaction-diffusion,gliders,B,train,radial,37,0.00032426060304197057,0.9980807054684513
Gray-Scott reaction-diffusion,gliders,B,train,radial,38,0.00031398269717017096,0.9983946881656215
Gray-Scott reaction-diffusion,gliders,B,train,radial,39,0.000246658900497629,0.9986413470661192
Gray-Scott reaction-diffusion,gliders,B,train,radial,40,0.00018842912984182994,0.998829776195961
Gray-Scott reaction-diffusion,gliders,B,train,radial,41,0.00018792403158171672,0.9990177002275428
Gray-Scott reaction-diffusion,gliders,B,train,radial,42,0.00014559773830311498,0.9991632979658459
Gray-Scott reaction-diffusion,gliders,B,train,radial,43,0.00013189817807586412,0.9992951961439218
Gray-Scott reaction-diffusion,gliders,B,train,radial,44,9.906659903999632e-05,0.9993942627429617
Gray-Scott reaction-diffusion,gliders,B,train,radial,45,8.579787005655217e-05,0.9994800606130183
Gray-Scott reaction-diffusion,gliders,B,train,radial,46,8.126918164579874e-05,0.9995613297946642
Gray-Scott reaction-diffusion,gliders,B,train,radial,47,6.83854832259248e-05,0.9996297152778901
Gray-Scott reaction-diffusion,gliders,B,train,radial,48,5.600089263240205e-05,0.9996857161705225
Gray-Scott reaction-diffusion,gliders,B,train,radial,49,4.761953865576803e-05,0.9997333357091782
Gray-Scott reaction-diffusion,gliders,B,train,radial,50,4.305857804089899e-05,0.9997763942872191
Gray-Scott reaction-diffusion,gliders,B,train,radial,51,3.3165634089920536e-05,0.9998095599213089
Gray-Scott reaction-diffusion,gliders,B,train,radial,52,2.70918973465746e-05,0.9998366518186556
Gray-Scott reaction-diffusion,gliders,B,train,radial,53,2.4747721014375946e-05,0.9998613995396699
Gray-Scott reaction-diffusion,gliders,B,train,radial,54,2.0517424442465888e-05,0.9998819169641123
Gray-Scott reaction-diffusion,gliders,B,train,radial,55,2.0085926086181796e-05,0.9999020028901985
Gray-Scott reaction-diffusion,gliders,B,train,radial,56,1.517136354703395e-05,0.9999171742537455
Gray-Scott reaction-diffusion,gliders,B,train,radial,57,1.4348312857693808e-05,0.9999315225666031
Gray-Scott reaction-diffusion,gliders,B,train,radial,58,1.0690231807605447e-05,0.9999422127984108
Gray-Scott reaction-diffusion,gliders,B,train,radial,59,1.00503059430771e-05,0.9999522631043538
Gray-Scott reaction-diffusion,gliders,B,train,radial,60,9.979190590416571e-06,0.9999622422949442
Gray-Scott reaction-diffusion,gliders,B,train,radial,61,8.583655653167205e-06,0.9999708259505974
Gray-Scott reaction-diffusion,gliders,B,train,radial,62,7.26056162970095e-06,0.9999780865122271
Gray-Scott reaction-diffusion,gliders,B,train,radial,63,6.480251718123008e-06,0.9999845667639452
Gray-Scott reaction-diffusion,gliders,B,train,radial,64,4.634023943743165e-06,0.999989200787889
Gray-Scott reaction-diffusion,gliders,B,train,radial,65,2.9063011424415034e-06,0.9999921070890314
Gray-Scott reaction-diffusion,gliders,B,train,radial,66,2.0847320408922568e-06,0.9999941918210723
Gray-Scott reaction-diffusion,gliders,B,train,radial,67,1.64135789713623e-06,0.9999958331789695
Gray-Scott reaction-diffusion,gliders,B,train,radial,68,1.3983457974478613e-06,0.9999972315247669
Gray-Scott reaction-diffusion,gliders,B,train,radial,69,8.873501798626738e-07,0.9999981188749468
Gray-Scott reaction-diffusion,gliders,B,train,radial,70,6.135493690605948e-07,0.9999987324243158
Gray-Scott reaction-diffusion,gliders,B,train,radial,71,5.467983347466563e-07,0.9999992792226506
Gray-Scott reaction-diffusion,gliders,B,train,radial,72,3.3116369433145973e-07,0.999999610386345
Gray-Scott reaction-diffusion,gliders,B,train,radial,73,2.2061351139908023e-07,0.9999998309998565
Gray-Scott reaction-diffusion,gliders,B,train,radial,74,1.2596514902925746e-07,0.9999999569650053
Gray-Scott reaction-diffusion,gliders,B,train,radial,75,3.482852726345325e-08,0.9999999917935327
Gray-Scott reaction-diffusion,gliders,B,train,radial,76,8.206467214166184e-09,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,77,6.93911491704773e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,78,5.097661638836726e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,79,5.729998883611923e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,80,4.020903057423174e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,81,3.149180678799872e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,82,4.39315181443054e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,83,2.165566202411324e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,84,3.2288100009109678e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,85,1.5411884376004909e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,86,1.722923119441041e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,87,1.3400526608157262e-18,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,88,7.237354950327922e-19,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,89,7.963206154404919e-19,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,radial,90,3.550634942713075e-20,0.9999999999999999
Gray-Scott reaction-diffusion,gliders,B,train,box,1,0.054174411922280556,0.054174411922280556
Gray-Scott reaction-diffusion,gliders,B,train,box,2,0.08452988369954269,0.13870429562182326
Gray-Scott reaction-diffusion,gliders,B,train,box,3,0.12482941737697431,0.2635337129987976
Gray-Scott reaction-diffusion,gliders,B,train,box,4,0.10959089077180163,0.3731246037705992
Gray-Scott reaction-diffusion,gliders,B,train,box,5,0.10334397739945009,0.4764685811700493
Gray-Scott reaction-diffusion,gliders,B,train,box,6,0.08513143287619176,0.561600014046241
Gray-Scott reaction-diffusion,gliders,B,train,box,7,0.08321233945235415,0.6448123534985952
Gray-Scott reaction-diffusion,gliders,B,train,box,8,0.06709764030611726,0.7119099938047125
Gray-Scott reaction-diffusion,gliders,B,train,box,9,0.05233342795411636,0.764243421758829
Gray-Scott reaction-diffusion,gliders,B,train,box,10,0.0457868829750127,0.8100303047338417
Gray-Scott reaction-diffusion,gliders,B,train,box,11,0.03606742625979015,0.8460977309936318
Gray-Scott reaction-diffusion,gliders,B,train,box,12,0.031074319345698657,0.8771720503393305
Gray-Scott reaction-diffusion,gliders,B,train,box,13,0.023186825305299304,0.9003588756446298
Gray-Scott reaction-diffusion,gliders,B,train,box,14,0.01798441316007303,0.918343288804703
Gray-Scott reaction-diffusion,gliders,B,train,box,15,0.014157828266252788,0.9325011170709557
Gray-Scott reaction-diffusion,gliders,B,train,box,16,0.011675836999477347,0.9441769540704331
Gray-Scott reaction-diffusion,gliders,B,train,box,17,0.009307770734044925,0.953484724804478
Gray-Scott reaction-diffusion,gliders,B,train,box,18,0.007899054541833688,0.9613837793463117
Gray-Scott reaction-diffusion,gliders,B,train,box,19,0.006524399759011249,0.967908179105323
Gray-Scott reaction-diffusion,gliders,B,train,box,20,0.005846072005507651,0.9737542511108306
Gray-Scott reaction-diffusion,gliders,B,train,box,21,0.004364981025856261,0.978119232136687
Gray-Scott reaction-diffusion,gliders,B,train,box,22,0.003830579297706603,0.9819498114343934
Gray-Scott reaction-diffusion,gliders,B,train,box,23,0.0031900439393000527,0.9851398553736935
Gray-Scott reaction-diffusion,gliders,B,train,box,24,0.0024132727058988938,0.9875531280795924
Gray-Scott reaction-diffusion,gliders,B,train,box,25,0.0021802702060618098,0.9897333982856542
Gray-Scott reaction-diffusion,gliders,B,train,box,26,0.0017901251594598766,0.9915235234451141
Gray-Scott reaction-diffusion,gliders,B,train,box,27,0.0014146519199564145,0.9929381753650705
Gray-Scott reaction-diffusion,gliders,B,train,box,28,0.0012014029472972613,0.9941395783123678
Gray-Scott reaction-diffusion,gliders,B,train,box,29,0.000976923692137952,0.9951165020045057
Gray-Scott reaction-diffusion,gliders,B,train,box,30,0.0007987208060286132,0.9959152228105344
Gray-Scott reaction-diffusion,gliders,B,train,box,31,0.0006483082394360455,0.9965635310499704
Gray-Scott reaction-diffusion,gliders,B,train,box,32,0.0006065393859700702,0.9971700704359405
Gray-Scott reaction-diffusion,gliders,B,train,box,33,0.0004533180388038825,0.9976233884747443
Gray-Scott reaction-diffusion,gliders,B,train,box,34,0.0003628554132481945,0.9979862438879925
Gray-Scott reaction-diffusion,gliders,B,train,box,35,0.00034517556037207977,0.9983314194483647
Gray-Scott reaction-diffusion,gliders,B,train,box,36,0.00026754548158332227,0.9985989649299479
Gray-Scott reaction-diffusion,gliders,B,train,box,37,0.0002254110643717411,0.9988243759943197
Gray-Scott reaction-diffusion,gliders,B,train,box,38,0.00019432357088335309,0.9990186995652031
Gray-Scott reaction-diffusion,gliders,B,train,box,39,0.0001520933921852224,0.9991707929573882
Gray-Scott reaction-diffusion,gliders,B,train,box,40,0.00013008012592005387,0.9993008730833083
Gray-Scott reaction-diffusion,gliders,B,train,box,41,0.00010830858806720236,0.9994091816713755
Gray-Scott reaction-diffusion,gliders,B,train,box,42,9.182047455604423e-05,0.9995010021459316
Gray-Scott reaction-diffusion,gliders,B,train,box,43,8.264915300683575e-05,0.9995836512989383
Gray-Scott reaction-diffusion,gliders,B,train,box,44,6.187398407317066e-05,0.9996455252830114
Gray-Scott reaction-diffusion,gliders,B,train,box,45,5.763923208379357e-05,0.9997031645150952
Gray-Scott reaction-diffusion,gliders,B,train,box,46,4.764483227864464e-05,0.9997508093473739
Gray-Scott reaction-diffusion,gliders,B,train,box,47,3.797562472763485e-05,0.9997887849721016
Gray-Scott reaction-diffusion,gliders,B,train,box,48,3.3631733024898156e-05,0.9998224167051264
Gray-Scott reaction-diffusion,gliders,B,train,box,49,2.8330035908572344e-05,0.9998507467410349
Gray-Scott reaction-diffusion,gliders,B,train,box,50,2.2543204687206204e-05,0.9998732899457221
Gray-Scott reaction-diffusion,gliders,B,train,box,51,1.902467936776735e-05,0.9998923146250899
Gray-Scott reaction-diffusion,gliders,B,train,box,52,1.647343624429692e-05,0.9999087880613342
Gray-Scott reaction-diffusion,gliders,B,train,box,53,1.4595911646715216e-05,0.9999233839729809
Gray-Scott reaction-diffusion,gliders,B,train,box,54,1.2706728183213983e-05,0.9999360907011641
Gray-Scott reaction-diffusion,gliders,B,train,box,55,1.0468742183621935e-05,0.9999465594433478
Gray-Scott reaction-diffusion,gliders,B,train,box,56,9.650402682807769e-06,0.9999562098460306
Gray-Scott reaction-diffusion,gliders,B,train,box,57,7.960234863312179e-06,0.9999641700808939
Gray-Scott reaction-diffusion,gliders,B,train,box,58,6.754192701417625e-06,0.9999709242735952
Gray-Scott reaction-diffusion,gliders,B,train,box,59,6.377843819521584e-06,0.9999773021174148
Gray-Scott reaction-diffusion,gliders,B,train,box,60,5.866235496170617e-06,0.9999831683529109
Gray-Scott reaction-diffusion,gliders,B,train,box,61,5.200809928289891e-06,0.9999883691628392
Gray-Scott reaction-diffusion,gliders,B,train,box,62,4.925111926060294e-06,0.9999932942747652
Gray-Scott reaction-diffusion,gliders,B,train,box,63,4.575651870703524e-06,0.999997869926636
Gray-Scott reaction-diffusion,gliders,B,train,box,64,2.130073364209506e-06,1.0000000000000002
Gray-Scott reaction-diffusion,gliders,B,settled,radial,1,0.010081245954457986,0.010081245954457986
Gray-Scott reaction-diffusion,gliders,B,settled,radial,2,0.016447812856865113,0.0265290588113231
Gray-Scott reaction-diffusion,gliders,B,settled,radial,3,0.020934392716712526,0.047463451528035626
Gray-Scott reaction-diffusion,gliders,B,settled,radial,4,0.030209756915218974,0.0776732084432546
Gray-Scott reaction-diffusion,gliders,B,settled,radial,5,0.053193183471494,0.13086639191474858
Gray-Scott reaction-diffusion,gliders,B,settled,radial,6,0.058446224353823024,0.18931261626857163
Gray-Scott reaction-diffusion,gliders,B,settled,radial,7,0.08581110659145387,0.27512372286002545
Gray-Scott reaction-diffusion,gliders,B,settled,radial,8,0.11392474706195822,0.38904846992198366
Gray-Scott reaction-diffusion,gliders,B,settled,radial,9,0.11458175683975029,0.503630226761734
Gray-Scott reaction-diffusion,gliders,B,settled,radial,10,0.12329928770078609,0.6269295144625201
Gray-Scott reaction-diffusion,gliders,B,settled,radial,11,0.08198027307662603,0.7089097875391461
Gray-Scott reaction-diffusion,gliders,B,settled,radial,12,0.06844144258751825,0.7773512301266643
Gray-Scott reaction-diffusion,gliders,B,settled,radial,13,0.05716708556685841,0.8345183156935227
Gray-Scott reaction-diffusion,gliders,B,settled,radial,14,0.03717860532881506,0.8716969210223378
Gray-Scott reaction-diffusion,gliders,B,settled,radial,15,0.027941754043129666,0.8996386750654674
Gray-Scott reaction-diffusion,gliders,B,settled,radial,16,0.01943697935498773,0.9190756544204551
Gray-Scott reaction-diffusion,gliders,B,settled,radial,17,0.015900739259291825,0.9349763936797469
Gray-Scott reaction-diffusion,gliders,B,settled,radial,18,0.01187315674374155,0.9468495504234885
Gray-Scott reaction-diffusion,gliders,B,settled,radial,19,0.008683643657444458,0.9555331940809328
Gray-Scott reaction-diffusion,gliders,B,settled,radial,20,0.00682999805776038,0.9623631921386933
Gray-Scott reaction-diffusion,gliders,B,settled,radial,21,0.006126044617395029,0.9684892367560883
Gray-Scott reaction-diffusion,gliders,B,settled,radial,22,0.004569121095429649,0.9730583578515178
Gray-Scott reaction-diffusion,gliders,B,settled,radial,23,0.0038968882611772524,0.9769552461126951
Gray-Scott reaction-diffusion,gliders,B,settled,radial,24,0.003498207801434699,0.9804534539141299
Gray-Scott reaction-diffusion,gliders,B,settled,radial,25,0.00317926971960557,0.9836327236337354
Gray-Scott reaction-diffusion,gliders,B,settled,radial,26,0.0027577933478931003,0.9863905169816286
Gray-Scott reaction-diffusion,gliders,B,settled,radial,27,0.0021538036256819855,0.9885443206073107
Gray-Scott reaction-diffusion,gliders,B,settled,radial,28,0.0018494863715146214,0.9903938069788253
Gray-Scott reaction-diffusion,gliders,B,settled,radial,29,0.001763971071924691,0.99215777805075
Gray-Scott reaction-diffusion,gliders,B,settled,radial,30,0.0014096428213174373,0.9935674208720675
Gray-Scott reaction-diffusion,gliders,B,settled,radial,31,0.0012424451638115659,0.9948098660358791
Gray-Scott reaction-diffusion,gliders,B,settled,radial,32,0.0009536542364979505,0.9957635202723769
Gray-Scott reaction-diffusion,gliders,B,settled,radial,33,0.0007983998437748587,0.9965619201161517
Gray-Scott reaction-diffusion,gliders,B,settled,radial,34,0.0006856941174313301,0.997247614233583
Gray-Scott reaction-diffusion,gliders,B,settled,radial,35,0.000495476404678129,0.9977430906382612
Gray-Scott reaction-diffusion,gliders,B,settled,radial,36,0.0004352318020835614,0.9981783224403447
Gray-Scott reaction-diffusion,gliders,B,settled,radial,37,0.0003397244791550232,0.9985180469194997
Gray-Scott reaction-diffusion,gliders,B,settled,radial,38,0.0002970913012023537,0.9988151382207021
Gray-Scott reaction-diffusion,gliders,B,settled,radial,39,0.0002209291009945664,0.9990360673216966
Gray-Scott reaction-diffusion,gliders,B,settled,radial,40,0.00016906415553647041,0.999205131477233
Gray-Scott reaction-diffusion,gliders,B,settled,radial,41,0.00015245623234946877,0.9993575877095825
Gray-Scott reaction-diffusion,gliders,B,settled,radial,42,0.00011744974860584263,0.9994750374581884
Gray-Scott reaction-diffusion,gliders,B,settled,radial,43,9.937636399609735e-05,0.9995744138221845
Gray-Scott reaction-diffusion,gliders,B,settled,radial,44,7.677357694482107e-05,0.9996511873991294
Gray-Scott reaction-diffusion,gliders,B,settled,radial,45,5.98151042977513e-05,0.9997110025034271
Gray-Scott reaction-diffusion,gliders,B,settled,radial,46,5.260189392914079e-05,0.9997636043973562
Gray-Scott reaction-diffusion,gliders,B,settled,radial,47,4.171485690869865e-05,0.9998053192542649
Gray-Scott reaction-diffusion,gliders,B,settled,radial,48,3.6044339591399844e-05,0.9998413635938562
Gray-Scott reaction-diffusion,gliders,B,settled,radial,49,2.8069381469729088e-05,0.9998694329753259
Gray-Scott reaction-diffusion,gliders,B,settled,radial,50,2.4864374211356446e-05,0.9998942973495374
Gray-Scott reaction-diffusion,gliders,B,settled,radial,51,1.9276150090302562e-05,0.9999135734996277
Gray-Scott reaction-diffusion,gliders,B,settled,radial,52,1.5099362550109447e-05,0.9999286728621778
Gray-Scott reaction-diffusion,gliders,B,settled,radial,53,1.3271865473895019e-05,0.9999419447276516
Gray-Scott reaction-diffusion,gliders,B,settled,radial,54,1.0239328291870712e-05,0.9999521840559434
Gray-Scott reaction-diffusion,gliders,B,settled,radial,55,9.575621615124426e-06,0.9999617596775587
Gray-Scott reaction-diffusion,gliders,B,settled,radial,56,7.063452495410855e-06,0.9999688231300541
Gray-Scott reaction-diffusion,gliders,B,settled,radial,57,6.024997558553386e-06,0.9999748481276126
Gray-Scott reaction-diffusion,gliders,B,settled,radial,58,4.985792372008616e-06,0.9999798339199846
Gray-Scott reaction-diffusion,gliders,B,settled,radial,59,4.188270073934835e-06,0.9999840221900584
Gray-Scott reaction-diffusion,gliders,B,settled,radial,60,3.5665501366485573e-06,0.9999875887401951
Gray-Scott reaction-diffusion,gliders,B,settled,radial,61,3.0092904426293277e-06,0.9999905980306377
Gray-Scott reaction-diffusion,gliders,B,settled,radial,62,2.485087589253061e-06,0.9999930831182269
Gray-Scott reaction-diffusion,gliders,B,settled,radial,63,2.2016018913039413e-06,0.9999952847201182
Gray-Scott reaction-diffusion,gliders,B,settled,radial,64,1.5652515467247623e-06,0.9999968499716649
